"individual_id","household_id","ea_id","rural","pw","saq01","saq02","saq03","saq06","saq07","saq08","hh_s3q00","saq04","saq05","hh_s3q01","hh_s3q02","hh_s3q03","hh_s3q04","hh_s3q05","hh_s3q06","hh_s3q07","hh_s3q08","hh_s3q09","hh_s3q10","hh_s3q11a","hh_s3q11b","hh_s3q11c","hh_s3q11d","hh_s3q11e","hh_s3q11f","hh_s3q12","hh_s3q13","hh_s3q14","hh_s3q15","hh_s3q16","hh_s3q17","hh_s3q18","hh_s3q19","hh_s3q20","hh_s3q21_a","hh_s3q21_b","hh_s3q21_c","hh_s3q22","hh_s3q23","hh_s3q24"
"1204010160212804","12040101602128","12040101602",1,111.507171630859,12,4,1,16,2,128,4,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1204010160212805","12040101602128","12040101602",1,111.507171630859,12,4,1,16,2,128,5,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1204010160212806","12040101602128","12040101602",1,111.507171630859,12,4,1,16,2,128,6,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1204010160214901","12040101602149","12040101602",1,111.507171630859,12,4,1,16,2,149,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1204010160214902","12040101602149","12040101602",1,111.507171630859,12,4,1,16,2,149,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1204010160214903","12040101602149","12040101602",1,111.507171630859,12,4,1,16,2,149,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1204010160214904","12040101602149","12040101602",1,111.507171630859,12,4,1,16,2,149,4,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,16,1,2000,15.8000001907349,112,1
"1204010160217001","12040101602170","12040101602",1,111.507171630859,12,4,1,16,2,170,1,8,88,2,,,2,,7,1,1,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1204010160217002","12040101602170","12040101602",1,111.507171630859,12,4,1,16,2,170,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1204010160217003","12040101602170","12040101602",1,111.507171630859,12,4,1,16,2,170,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1204010160217004","12040101602170","12040101602",1,111.507171630859,12,4,1,16,2,170,4,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1204010160219101","12040101602191","12040101602",1,111.507171630859,12,4,1,16,2,191,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1204010160219102","12040101602191","12040101602",1,111.507171630859,12,4,1,16,2,191,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1204010160219103","12040101602191","12040101602",1,111.507171630859,12,4,1,16,2,191,3,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1204010160219104","12040101602191","12040101602",1,111.507171630859,12,4,1,16,2,191,4,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,12,3,2001,10,99,1
"1301010010200401","13010100102004","13010100102",1,183.610702514648,13,1,1,1,2,4,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010200402","13010100102004","13010100102",1,183.610702514648,13,1,1,1,2,4,2,8,88,2,,,2,,8,1,2,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010200403","13010100102004","13010100102",1,183.610702514648,13,1,1,1,2,4,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010200404","13010100102004","13010100102",1,183.610702514648,13,1,1,1,2,4,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010200405","13010100102004","13010100102",1,183.610702514648,13,1,1,1,2,4,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010200406","13010100102004","13010100102",1,183.610702514648,13,1,1,1,2,4,6,8,88,2,,,2,,8,1,1,2,,,,,,,,1,1,1,1,1,1,2,,1,15,10,2001,11.1999998092651,87,1
"1301010010200407","13010100102004","13010100102",1,183.610702514648,13,1,1,1,2,4,7,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,4,1,20,10,2003,6.5,65,1
"1301010010202201","13010100102022","13010100102",1,183.610702514648,13,1,1,1,2,22,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,2,1,1,1,2,2,,,,,,
"1301010010202202","13010100102022","13010100102",1,183.610702514648,13,1,1,1,2,22,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010204001","13010100102040","13010100102",1,183.610702514648,13,1,1,1,2,40,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010204002","13010100102040","13010100102",1,183.610702514648,13,1,1,1,2,40,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010204003","13010100102040","13010100102",1,183.610702514648,13,1,1,1,2,40,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010204004","13010100102040","13010100102",1,183.610702514648,13,1,1,1,2,40,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,15,3,2001,14.3999996185303,95,1
"1301010010204005","13010100102040","13010100102",1,183.610702514648,13,1,1,1,2,40,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,8,5,2003,9.10000038146973,70,1
"1301010010204901","13010100102049","13010100102",1,8.87008190155029,13,1,1,1,2,49,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010204902","13010100102049","13010100102",1,8.87008190155029,13,1,1,1,2,49,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010204903","13010100102049","13010100102",1,8.87008190155029,13,1,1,1,2,49,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010204904","13010100102049","13010100102",1,8.87008190155029,13,1,1,1,2,49,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010205901","13010100102059","13010100102",1,183.610702514648,13,1,1,1,2,59,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010205902","13010100102059","13010100102",1,183.610702514648,13,1,1,1,2,59,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010205903","13010100102059","13010100102",1,183.610702514648,13,1,1,1,2,59,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010205904","13010100102059","13010100102",1,183.610702514648,13,1,1,1,2,59,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010205905","13010100102059","13010100102",1,183.610702514648,13,1,1,1,2,59,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010205906","13010100102059","13010100102",1,183.610702514648,13,1,1,1,2,59,6,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010205907","13010100102059","13010100102",1,183.610702514648,13,1,1,1,2,59,7,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010205908","13010100102059","13010100102",1,183.610702514648,13,1,1,1,2,59,8,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010205909","13010100102059","13010100102",1,183.610702514648,13,1,1,1,2,59,9,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,20,5,2001,12.3000001907349,87,1
"1301010010205910","13010100102059","13010100102",1,183.610702514648,13,1,1,1,2,59,10,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,3,12,2002,9.19999980926514,76,1
"1301010010205911","13010100102059","13010100102",1,183.610702514648,13,1,1,1,2,59,11,8,88,1,9,0,1,1,,1,3,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010206601","13010100102066","13010100102",1,8.87008190155029,13,1,1,1,2,66,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,2,2,1,1,2,,,,,,,
"1301010010207801","13010100102078","13010100102",1,183.610702514648,13,1,1,1,2,78,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010207802","13010100102078","13010100102",1,183.610702514648,13,1,1,1,2,78,2,8,88,1,9,0,2,,1,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010207803","13010100102078","13010100102",1,183.610702514648,13,1,1,1,2,78,3,8,88,1,9,0,2,,1,2,,2,,,,,,,,1,1,1,2,1,1,1,1,2,,,,,,
"1301010010207804","13010100102078","13010100102",1,183.610702514648,13,1,1,1,2,78,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010207805","13010100102078","13010100102",1,183.610702514648,13,1,1,1,2,78,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010207806","13010100102078","13010100102",1,183.610702514648,13,1,1,1,2,78,6,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010207807","13010100102078","13010100102",1,183.610702514648,13,1,1,1,2,78,7,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010209601","13010100102096","13010100102",1,183.610702514648,13,1,1,1,2,96,1,8,88,2,,,2,,,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010209602","13010100102096","13010100102",1,183.610702514648,13,1,1,1,2,96,2,8,88,1,9,,1,4,,1,3,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010209603","13010100102096","13010100102",1,183.610702514648,13,1,1,1,2,96,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010209604","13010100102096","13010100102",1,183.610702514648,13,1,1,1,2,96,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010209605","13010100102096","13010100102",1,183.610702514648,13,1,1,1,2,96,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010209606","13010100102096","13010100102",1,183.610702514648,13,1,1,1,2,96,6,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010209607","13010100102096","13010100102",1,183.610702514648,13,1,1,1,2,96,7,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010211401","13010100102114","13010100102",1,183.610702514648,13,1,1,1,2,114,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010211402","13010100102114","13010100102",1,183.610702514648,13,1,1,1,2,114,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010211403","13010100102114","13010100102",1,183.610702514648,13,1,1,1,2,114,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010211404","13010100102114","13010100102",1,183.610702514648,13,1,1,1,2,114,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010211405","13010100102114","13010100102",1,183.610702514648,13,1,1,1,2,114,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,8,1,2001,10.3999996185303,79,1
"1301010010213201","13010100102132","13010100102",1,183.610702514648,13,1,1,1,2,132,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010213202","13010100102132","13010100102",1,183.610702514648,13,1,1,1,2,132,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010213203","13010100102132","13010100102",1,183.610702514648,13,1,1,1,2,132,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010213204","13010100102132","13010100102",1,183.610702514648,13,1,1,1,2,132,4,8,88,1,9,3,1,4,,1,1,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010213205","13010100102132","13010100102",1,183.610702514648,13,1,1,1,2,132,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,21,3,2001,12.8000001907349,91,1
"1301010010215001","13010100102150","13010100102",1,183.610702514648,13,1,1,1,2,150,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010215002","13010100102150","13010100102",1,183.610702514648,13,1,1,1,2,150,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010215003","13010100102150","13010100102",1,183.610702514648,13,1,1,1,2,150,3,8,88,1,9,60,2,,4,2,,1,2,,,,,,,1,1,1,4,1,1,1,4,2,,,,,,
"1301010010215004","13010100102150","13010100102",1,183.610702514648,13,1,1,1,2,150,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010215005","13010100102150","13010100102",1,183.610702514648,13,1,1,1,2,150,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010215006","13010100102150","13010100102",1,183.610702514648,13,1,1,1,2,150,6,8,88,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010215007","13010100102150","13010100102",1,183.610702514648,13,1,1,1,2,150,7,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010216801","13010100102168","13010100102",1,183.610702514648,13,1,1,1,2,168,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010216802","13010100102168","13010100102",1,183.610702514648,13,1,1,1,2,168,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010216803","13010100102168","13010100102",1,183.610702514648,13,1,1,1,2,168,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010216804","13010100102168","13010100102",1,183.610702514648,13,1,1,1,2,168,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010010216805","13010100102168","13010100102",1,183.610702514648,13,1,1,1,2,168,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,23,12,2000,15.3999996185303,110,1
"1301010010216806","13010100102168","13010100102",1,183.610702514648,13,1,1,1,2,168,6,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,9,8,2003,8.10000038146973,66,1
"1301010030300401","13010100303004","13010100303",1,174.768615722656,13,1,1,3,3,4,1,8,88,2,,,2,,8,1,1,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030303201","13010100303032","13010100303",1,174.768615722656,13,1,1,3,3,32,1,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030303202","13010100303032","13010100303",1,174.768615722656,13,1,1,3,3,32,2,8,88,2,,,2,,7,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030303203","13010100303032","13010100303",1,174.768615722656,13,1,1,3,3,32,3,8,88,2,,,2,,7,1,1,2,,,,,,,,1,1,1,1,1,1,2,,1,20,11,2001,12.8000001907349,84,1
"1301010030305601","13010100303056","13010100303",1,174.768615722656,13,1,1,3,3,56,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030305602","13010100303056","13010100303",1,174.768615722656,13,1,1,3,3,56,2,8,88,1,9,60,2,,8,2,,1,2,,,,,,,1,1,1,3,1,3,1,1,2,,,,,,
"1301010030305603","13010100303056","13010100303",1,174.768615722656,13,1,1,3,3,56,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030305604","13010100303056","13010100303",1,174.768615722656,13,1,1,3,3,56,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030305605","13010100303056","13010100303",1,174.768615722656,13,1,1,3,3,56,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030305606","13010100303056","13010100303",1,174.768615722656,13,1,1,3,3,56,6,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030305607","13010100303056","13010100303",1,174.768615722656,13,1,1,3,3,56,7,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030305608","13010100303056","13010100303",1,174.768615722656,13,1,1,3,3,56,8,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030308001","13010100303080","13010100303",1,174.768615722656,13,1,1,3,3,80,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030308002","13010100303080","13010100303",1,174.768615722656,13,1,1,3,3,80,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030308003","13010100303080","13010100303",1,174.768615722656,13,1,1,3,3,80,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030308004","13010100303080","13010100303",1,174.768615722656,13,1,1,3,3,80,4,8,88,1,7,2,1,4,,1,1,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030310401","13010100303104","13010100303",1,174.768615722656,13,1,1,3,3,104,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030310402","13010100303104","13010100303",1,174.768615722656,13,1,1,3,3,104,2,8,88,2,,,2,,8,2,,2,,,,,,,,2,2,1,2,1,1,1,3,2,,,,,,
"1301010030312801","13010100303128","13010100303",1,174.768615722656,13,1,1,3,3,128,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030312802","13010100303128","13010100303",1,174.768615722656,13,1,1,3,3,128,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030312803","13010100303128","13010100303",1,174.768615722656,13,1,1,3,3,128,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,13,10,2001,9.30000019073486,74,1
"1301010030312804","13010100303128","13010100303",1,174.768615722656,13,1,1,3,3,128,4,8,88,1,1,10,1,4,,1,2,2,,,,,,,,1,1,1,1,1,1,2,,1,3,9,2003,5.19999980926514,61,1
"1301010030315601","13010100303156","13010100303",1,174.768615722656,13,1,1,3,3,156,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030315602","13010100303156","13010100303",1,174.768615722656,13,1,1,3,3,156,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030315603","13010100303156","13010100303",1,174.768615722656,13,1,1,3,3,156,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030315604","13010100303156","13010100303",1,174.768615722656,13,1,1,3,3,156,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030315605","13010100303156","13010100303",1,174.768615722656,13,1,1,3,3,156,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,7,4,1999,15.6999998092651,101,1
"1301010030315606","13010100303156","13010100303",1,174.768615722656,13,1,1,3,3,156,6,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,22,4,2000,11.1000003814697,87,1
"1301010030317701","13010100303177","13010100303",1,174.768615722656,13,1,1,3,3,177,1,8,88,1,9,0,1,4,,1,2,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030317702","13010100303177","13010100303",1,174.768615722656,13,1,1,3,3,177,2,8,88,1,9,0,2,,1,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030317703","13010100303177","13010100303",1,174.768615722656,13,1,1,3,3,177,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030317704","13010100303177","13010100303",1,174.768615722656,13,1,1,3,3,177,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030320201","13010100303202","13010100303",1,174.768615722656,13,1,1,3,3,202,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030320202","13010100303202","13010100303",1,174.768615722656,13,1,1,3,3,202,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030320203","13010100303202","13010100303",1,174.768615722656,13,1,1,3,3,202,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030320204","13010100303202","13010100303",1,174.768615722656,13,1,1,3,3,202,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030320205","13010100303202","13010100303",1,174.768615722656,13,1,1,3,3,202,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030320206","13010100303202","13010100303",1,174.768615722656,13,1,1,3,3,202,6,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030320207","13010100303202","13010100303",1,174.768615722656,13,1,1,3,3,202,7,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030320208","13010100303202","13010100303",1,174.768615722656,13,1,1,3,3,202,8,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030320209","13010100303202","13010100303",1,174.768615722656,13,1,1,3,3,202,9,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,15,9,1999,18.5,103,1
"1301010030320210","13010100303202","13010100303",1,174.768615722656,13,1,1,3,3,202,10,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,7,8,2001,13.3999996185303,90,1
"1301010030320211","13010100303202","13010100303",1,174.768615722656,13,1,1,3,3,202,11,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030320212","13010100303202","13010100303",1,174.768615722656,13,1,1,3,3,202,12,8,88,1,9,50,1,4,,1,2,2,,,,,,,,3,3,3,1,1,1,1,4,2,,,,,,
"1301010030325101","13010100303251","13010100303",1,75.46826171875,13,1,1,3,3,251,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030327701","13010100303277","13010100303",1,75.46826171875,13,1,1,3,3,277,1,8,88,1,9,7,1,4,,1,7,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030327702","13010100303277","13010100303",1,75.46826171875,13,1,1,3,3,277,2,8,88,2,,,2,,8,1,2,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030327703","13010100303277","13010100303",1,75.46826171875,13,1,1,3,3,277,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030327704","13010100303277","13010100303",1,75.46826171875,13,1,1,3,3,277,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030327705","13010100303277","13010100303",1,75.46826171875,13,1,1,3,3,277,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030327706","13010100303277","13010100303",1,75.46826171875,13,1,1,3,3,277,6,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,8,11,2001,9.69999980926514,82,1
"1301010030329101","13010100303291","13010100303",1,75.46826171875,13,1,1,3,3,291,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030329102","13010100303291","13010100303",1,75.46826171875,13,1,1,3,3,291,2,8,88,2,,,2,,8,1,7,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010030329103","13010100303291","13010100303",1,75.46826171875,13,1,1,3,3,291,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,20,11,2003,5.59999990463257,67,1
"1301010040500201","13010100405002","13010100405",1,172.23193359375,13,1,1,4,5,2,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010040500202","13010100405002","13010100405",1,172.23193359375,13,1,1,4,5,2,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010040500203","13010100405002","13010100405",1,172.23193359375,13,1,1,4,5,2,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010040500204","13010100405002","13010100405",1,172.23193359375,13,1,1,4,5,2,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,20,4,2000,9.80000019073486,79,1
"1301010040500205","13010100405002","13010100405",1,172.23193359375,13,1,1,4,5,2,5,8,88,1,7,40,1,1,,1,2,2,,,,,,,,1,1,1,1,1,1,2,,1,15,1,2003,6.80000019073486,38,1
"1301010040502001","13010100405020","13010100405",1,172.23193359375,13,1,1,4,5,20,1,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010040502002","13010100405020","13010100405",1,172.23193359375,13,1,1,4,5,20,2,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010040502003","13010100405020","13010100405",1,172.23193359375,13,1,1,4,5,20,3,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,2,,,,,,
"1301010040502004","13010100405020","13010100405",1,172.23193359375,13,1,1,4,5,20,4,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,25,10,1999,15.1999998092651,97,1
"1301010040502005","13010100405020","13010100405",1,172.23193359375,13,1,1,4,5,20,5,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,1,5,2002,10.6999998092651,89,1
"1301010040502006","13010100405020","13010100405",1,172.23193359375,13,1,1,4,5,20,6,8,88,2,,,2,,8,2,,2,,,,,,,,1,1,1,1,1,1,2,,1,3,4,2003,8,69,1
